coscoeff,sincoeff,highest_deg,epsilon,evoltime
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,0.0,2477,1.0e-14,900
0.0,-0.0,2477,1.0e-14,900
-0.0,0.0,2477,1.0e-14,900
