coscoeff,sincoeff,highest_deg,epsilon,evoltime
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,0.0,21813,1.0e-14,4000
0.0,-0.0,21813,1.0e-14,4000
-0.0,0.0,21813,1.0e-14,4000
