"C","S","n"
0.,0,145
0,-0.0020275512027475152,145
0.,0,145
0,0.0014352112620632815,145
0.,0,145
0,-0.0010016029394709013,145
0.,0,145
0,0.0006890670705893806,145
0.,0,145
0,-0.00046726742170572074,145
0.,0,145
0,0.00031229202601136866,145
0.,0,145
0,-0.0002056847474445532,145
0.,0,145
0,0.00013348867904803893,145
0.,0,145
0,-0.00008535796678369608,145
0.,0,145
0,0.000053772186860221096,145
0.,0,145
0,-0.00003336895013946706,145
0.,0,145
0,0.000020396521854049373,145
0.,0,145
0,-0.000012278805994462845,145
0.,0,145
0,7.2794809833760205e-6,145
0.,0,145
0,-4.249587037262792e-6,145
0.,0,145
0,2.44260209349647e-6,145
0.,0,145
0,-1.3822157193102451e-6,145
0.,0,145
0,7.699688246908175e-7,145
0.,0,145
0,-4.2218360644546224e-7,145
0.,0,145
0,2.278330433083519e-7,145
0.,0,145
0,-1.2099706123298133e-7,145
0.,0,145
0,6.32310941806007e-8,145
0.,0,145
0,-3.25116203723983e-8,145
0.,0,145
0,1.6445688668108537e-8,145
0.,0,145
0,-8.183209505902372e-9,145
0.,0,145
0,4.005024020468574e-9,145
0.,0,145
0,-1.927734061608832e-9,145
0.,0,145
0,9.12429418795363e-10,145
0.,0,145
0,-4.246294228067688e-10,145
0.,0,145
0,1.9427942470104377e-10,145
0.,0,145
0,-8.737666314921558e-11,145
0.,0,145
0,3.862430485909613e-11,145
0.,0,145
0,-1.677898584385135e-11,145
0.,0,145
0,7.162296494749028e-12,145
0.,0,145
0,-3.0037281275696454e-12,145
0.,0,145
0,1.2374544662407677e-12,145
0.,0,145
0,-5.007199978789899e-13,145
0.,0,145
0,1.9897236987975114e-13,145
0.,0,145
0,-7.763469936153871e-14,145
0.,0,145
0,2.973825047277066e-14,145
0.,0,145
0,-1.1181511112724391e-14,145
0.,0,145
0,4.126084168540135e-15,145
0.,0,145
0,-1.4940077955802052e-15,145
0.,0,145
0,5.307221126928082e-16,145
0.,0,145
0,-1.8492725216912721e-16,145
0.,0,145
0,6.319334718885177e-17,145
0.,0,145
0,-2.1173522119518116e-17,145
0.,0,145
0,6.954692424339556e-18,145
0.,0,145
0,-2.2388996611145053e-18,145
0.,0,145
0,7.062670130663638e-19,145
0.,0,145
0,-2.182645778669556e-19,145
0.,0,145
0,6.606579857209065e-20,145
0.,0,145
0,-1.9581442334250138e-20,145
0.,0,145
0,5.681708361170374e-21,145
